ID_ATIV_ECON_ESTABELECIMENTO,DESCRICAO_CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,NOME_LOGRADOURO,NUMERO_IMOVEL,COMPLEMENTO,NOME_BAIRRO,NOME,NOME_FANTASIA,GEOMETRIA,CDB2025_Participante
147147,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",17-04-2015,SIM,DESEMBARGADOR BARCELOS,370,LOJA,CALAFATE,LOPES E CHAVES RESTAURANTE LTDA,LARANJINHAS BAR & RESTAURANTE,POINT (-43.97296039682685 -19.927841822235898),Não
147789,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-05-2015,NÃO,ODILON MELO FRANCO,132,LOJA,GOIANIA,22.362.877 JORGE LUIZ ALVES DE SOUZA,,POINT (-43.90065417771374 -19.86115695935462),Não
146864,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",13-04-2015,NÃO,DOS IMBIRAS,237,LOJA,FLORAMAR,ADILSON CARLOS FERREIRA DOS SANTOS 00485426609,,POINT (-43.9333164617423 -19.840628793265644),Não
147532,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",27-04-2015,NÃO,NOSSA SENHORA D'AJUDA,15,,HORTO FLORESTAL,MARIO LUCIO DE ALMEIDA 37536915691,,POINT (-43.912462773285355 -19.901123796672174),Não
146561,RESTAURANTES E SIMILARES,06-04-2015,NÃO,BENEDITO SANTOS,176,,BARREIRO,HENRIQUE ANTONIO JUNIOR 63871106615,,POINT (-44.020839297355785 -19.974949596452614),Não
146893,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",13-04-2015,NÃO,JOSE GONCALVES,94,LOJA,SANTA MARGARIDA,JOAO PAULO DA SILVA SANTOS 11512281689,,POINT (-44.02343497845955 -19.973048246406382),Não
147575,RESTAURANTES E SIMILARES,28-04-2015,SIM,IZABEL BUENO,867,,INDAIA,FLAVIO FERREIRA BRAGA 48776190200,E DE CASA,POINT (-43.95024425115732 -19.86238887717891),Não
147590,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",28-04-2015,NÃO,VIRGILIO,142,,GLORIA,KLEYDER CARVALHO 67999212687,,POINT (-44.00806197982598 -19.901152312252503),Não
147591,RESTAURANTES E SIMILARES,28-04-2015,NÃO,LUIZ PONGELUPE,290,LOJA 1,CARDOSO,GABRIEL SILVA DE ARAUJO 12825052620,,POINT (-44.00974304765737 -20.007306848900143),Não
146599,RESTAURANTES E SIMILARES,07-04-2015,NÃO,UM,48,,ACAIACA,RENATO CAMILO DE CARVALHO 06468435676,,POINT (-43.896589017766566 -19.846707865152506),Não
146601,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",07-04-2015,NÃO,AGUANIL,442,,VISTA ALEGRE,RAQUEL ALVES DA SILVA 07492801661,,POINT (-43.9961698396845 -19.953941966309745),Não
146948,RESTAURANTES E SIMILARES,14-04-2015,NÃO,ARTUR HAAS,43,,JARDIM MONTANHES,FABIANA PEREIRA GOMES LOPES 09459376606,,POINT (-43.98434392512978 -19.907832500096934),Não
147284,RESTAURANTES E SIMILARES,22-04-2015,SIM,GUSTAVO DA SILVEIRA,331,"LOJA: E,",HORTO FLORESTAL,MESSIAS SOCORRO JESUS CORDEIRO,BAR E RESTAURANTE JEITO MINEIRO,POINT (-43.913076952296436 -19.90216564173858),Não
208344,RESTAURANTES E SIMILARES,12-02-2019,NÃO,ARARA,13,CONJ Cass,VILA CEMIG,CLAUDIA RODRIGUES DE SOUZA 03499333678,CLAUDIA MARMITEX,POINT (-43.9947561447254 -19.994493695733574),Não
208354,RESTAURANTES E SIMILARES,12-02-2019,NÃO,RADIALISTA WALDOMIRO CONSTANT,300,CONJ Casa,CEU AZUL,PAOLA CAROLINE DE CASTRO SILVA 10068381638,PIZZA DO DELEY,POINT (-44.00574571297279 -19.814280517060027),Não
203543,RESTAURANTES E SIMILARES,21-12-2018,NÃO,PARA DE MINAS,586,LETRA A,PADRE EUSTAQUIO,ANA LUISA SERGIO 01244555657,PONTO DO RESTAURANTE,POINT (-43.98669391319392 -19.914397226553195),Não
50348,RESTAURANTES E SIMILARES,19-11-2007,SIM,REAL MADRID,65,LOJA,SAO SALVADOR,BEATRIZ GERMANO,GERMANO BURGER,POINT (-44.0114379504337 -19.893082295046856),Não
50352,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-11-1966,SIM,QUINZE DE JUNHO,17,"LOJA: 23,",BONFIM,BAR PRACA QUINZE LTDA,,POINT (-43.951148652420585 -19.907124836280566),Não
50193,RESTAURANTES E SIMILARES,05-04-1982,NÃO,DA BAHIA,635,LJ 25,CENTRO,ELIOS BAR E RESTAURANTE LTDA,ELIOS BAR E RESTAURANTE LTDA,POINT (-43.93619318148482 -19.92061323818999),Não
50292,RESTAURANTES E SIMILARES,21-07-1982,SIM,PIUM I,339,,CRUZEIRO,LA FARINA LTDA,,POINT (-43.929837998450026 -19.9426730458548),Não
50219,RESTAURANTES E SIMILARES,10-07-1982,SIM,CORONEL JOSE BENJAMIM,824,,PADRE EUSTAQUIO,NINO PIZZARIA LTDA,NINO PIZZARIA,POINT (-43.97702891932468 -19.918894870380104),Não
50064,RESTAURANTES E SIMILARES,13-12-2024,SIM,ALMIRANTE ALEXANDRINO,277,,GUTIERREZ,COOK EMPREENDIMENTOS EM ALIMENTACAO COLETIVA LTDA.,,POINT (-43.956421785700925 -19.934143230123514),Não
50240,RESTAURANTES E SIMILARES,01-03-1979,SIM,PARAIBA,1064,LOJA 04,SAVASSI,ABDALA E SOUZA LTDA,,POINT (-43.933655144033864 -19.935881217385305),Não
50325,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-09-1982,NÃO,WALDOMIRO LOBO,1010,,GUARANI,BAR E APERITIVOS VALADARES LTDA,,POINT (-43.92820844688751 -19.844375065698113),Não
48234,RESTAURANTES E SIMILARES,15-04-1953,SIM,RIO DE JANEIRO,423,,CENTRO,RESTAURANTE MC RESENDE LTDA,RESTAURANTE MESTRE CUCA,POINT (-43.938238207569256 -19.91802900157401),Não
413937,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",08-08-2023,SIM,MARIA LUCIA PETIT,429,,RIO BRANCO,ALVES & SA BAR RIO BRANCO LTDA,BAR DOS PRIMOS RIO BRANCO,POINT (-43.984821518398704 -19.81417065645412),Não
409138,RESTAURANTES E SIMILARES,11-07-2023,NÃO,NORTE,76,,SANTA MONICA,51.374.956 ANA CAROLINE MACIEL COUTINHO,RECANTO DO ACAI,POINT (-43.96883235760194 -19.82968665235964),Não
409456,RESTAURANTES E SIMILARES,12-07-2023,SIM,DIABASE,320,,PRADO,SALDOCE RESTAURANTE LTDA,SALDOCE,POINT (-43.96068484065955 -19.922131606341246),Não
409457,RESTAURANTES E SIMILARES,15-01-2025,SIM,DIABASE,320,SETOR: EFO,PRADO,SALDOCE RESTAURANTE LTDA,SALDOCE,POINT (-43.96068484065955 -19.922131606341246),Não
409772,RESTAURANTES E SIMILARES,13-07-2023,NÃO,FRANCISCO BICALHO,1750,,CAICARA ADELAIDE,51.415.765 ANDREA LUDGERO DOS SANTOS,,POINT (-43.97731407920399 -19.907186923052354),Não
30654,RESTAURANTES E SIMILARES,14-01-2009,SIM,DA BAHIA,1450,,LOURDES,RESTAURANTE TRIVIAL LTDA,,POINT (-43.938303161177785 -19.927631396835654),Não
30692,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",20-01-2009,SIM,CASTELO DE OBIDOS,566,"LOJA: 06,",CASTELO,LANCHONETE OLIVEIRA GONCALVES LTDA,ICE BEER,POINT (-43.998184852394466 -19.876551949441847),Não
31284,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",17-03-2009,NÃO,BOM JESUS DA PENHA,25,,SANTA TEREZINHA,ANTONIO AUGUSTO DA ROCHA CPF: 541.641.176-72,,POINT (-44.00289166690789 -19.873760289408345),Não
31298,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",19-03-2009,NÃO,CONDE D'EU,332,": B,",VERA CRUZ,BAR E RESTAURANTE MESA 14 LTDA,,POINT (-43.89756642099566 -19.908484506306674),Não
31052,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",19-02-2009,NÃO,IPURINAS,185,,SAO SALVADOR,WILSON DO PORTO DA SILVA,,POINT (-44.017596507320896 -19.89234690682845),Não
31646,RESTAURANTES E SIMILARES,24-04-2009,NÃO,PAULO VI,10,,ALIPIO DE MELO,DJ ALIMENTOS LTDA,BRAVISSIMO FORNERIA,POINT (-44.00571583416749 -19.897665518241908),Não
31835,RESTAURANTES E SIMILARES,11-05-2009,NÃO,SAO VICENTE DE PAULO,36,"LOJA: C,",PADRE EUSTAQUIO,RESTAURANTE GALO DE OURO LTDA,GALO DE OURO BAR E RESTAURANTE,POINT (-43.99282526954767 -19.91333331723663),Não
31836,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",12-05-2009,NÃO,MARCO AURELIO,84,"LOJA: 01,",NAZARE,COMERCIAL PERES & FONSECA LTDA,HAFA'S GRILL,POINT (-43.89771600744549 -19.8509266642946),Não
31840,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",11-12-2008,NÃO,APERE,587,"LOJA,",BOA VISTA,EDSON DE OLIVEIRA,BAR DO EDSON,POINT (-43.89809198183096 -19.89383417572793),Não
30752,RESTAURANTES E SIMILARES,23-01-2009,NÃO,RIO DE JANEIRO,348,"SLJ: A,",CENTRO,SILOE RESTAURANTE E LANCHONETE LTDA,RESTAURANTE E LANCHONETE SILOE,POINT (-43.938235241287366 -19.917285536948675),Não
31663,RESTAURANTES E SIMILARES,24-04-2009,SIM,DOM JOSE GASPAR,222,,MINAS BRASIL,PACHECO RESTAURANTE E PIZZARIA LTDA,,POINT (-43.98861737024483 -19.92119334206869),Não
31672,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",28-04-2009,NÃO,FRANCISCO RODRIGUES DE MIRANDA,60,"LOJA,",PENHA,RONILSON DA SILVA FERNANDES,,POINT (-43.91385323966528 -19.877644121074663),Não
31759,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",05-05-2009,NÃO,LASSANCE,364,": A,",SAO GERALDO,MARIA DA CONCEICAO DE OLIVEIRA MARGARIDO,,POINT (-43.89501980668398 -19.894118631304313),Não
31119,RESTAURANTES E SIMILARES,03-03-2009,SIM,MINISTRO OROZIMBO NONATO,1053,"LOJA: 04,",DONA CLARA,BAZIN BAR E RESTAURANTE LTDA,BAZIN BAR,POINT (-43.942596332306344 -19.85669684193276),Sim
31130,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",02-03-2009,NÃO,COPACABANA,414,LOJA 01,URCA,JOSE GETULIO DOS SANTOS,,POINT (-44.016128029404236 -19.87104625726569),Não
31134,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",02-03-2009,SIM,ERIDANO,38,LOJA 29,ARAGUAIA,BAR DOS MENINOS LTDA,,POINT (-44.00580299973695 -19.995719976994998),Não
31135,RESTAURANTES E SIMILARES,02-03-2009,SIM,JUIZ DE FORA,1282,,SANTO AGOSTINHO,PISTACHIO RESTAURANTE LTDA,,POINT (-43.95528175001099 -19.929184752556907),Não
30786,RESTAURANTES E SIMILARES,28-01-2009,SIM,GRAO MOGOL,285,,CARMO,ALVES BARROSO COMERCIO LTDA,,POINT (-43.93250497882829 -19.94240510750326),Não
31149,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",04-03-2009,NÃO,ELISIO DE BRITO,809,"LOJA,",BOA VISTA,BAR E RESTAURANTE BETE LTDA,,POINT (-43.89994724504526 -19.8946808041735),Não
31152,RESTAURANTES E SIMILARES,06-08-2015,SIM,SANTA CATARINA,569,,LOURDES,MAROLO EMPREENDIMENTOS LTDA,,POINT (-43.94452285851233 -19.92585346532237),Não
31154,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",04-03-2009,SIM,BARAO DE COROMANDEL,26,,BARREIRO,BLAM BAR E LANCHONETE LTDA,BAR DO AMIGOS,POINT (-44.01327533852043 -19.974219524991195),Não
31447,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-04-2009,SIM,PROGRESSO,425,,PADRE EUSTAQUIO,BAR DO LINDOIA LTDA,,POINT (-43.976760778557534 -19.91976608147184),Não
31778,RESTAURANTES E SIMILARES,08-05-2009,NÃO,JUIZ COSTA VAL,172,LOJA 01,SAO LUCAS,RIO MANSO LTDA,TELE REFEICAO-COMIDA CASEIRA,POINT (-43.91835018533241 -19.927406906755934),Não
31190,RESTAURANTES E SIMILARES,09-03-2009,SIM,CHILE,147,LOJA 1 LOJA 2 LOJA 3,SION,BAR E RESTAURANTE DO MOITTA LTDA,,POINT (-43.931099031173964 -19.95089772882333),Não
31871,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",18-05-2009,SIM,PITANGUI,2521,"LOJA,",SAGRADA FAMILIA,JOSE APARECIDO RODRIGUES DA SILVA,,POINT (-43.92314754589081 -19.90697831326628),Não
31872,RESTAURANTES E SIMILARES,18-05-2009,SIM,PETROLINA,875,,SAGRADA FAMILIA,BV CHURRASCARIA LTDA,BOI VINDO,POINT (-43.916094488642486 -19.905169752822193),Não
30933,RESTAURANTES E SIMILARES,09-02-2009,SIM,DEPUTADO ANUAR MENHEN,204,,SANTA AMELIA,BAR E RESTAURANTE GROTA DO PEIXE LTDA,GROTA DO PEIXE,POINT (-43.97399352208784 -19.84129840105579),Não
30627,RESTAURANTES E SIMILARES,10-08-2021,SIM,BARAO HOMEM DE MELO,3090,ANEXO REFEITORIO,ESTORIL,RESTAURANTE PRIMICIA LTDA,RESTAURANTE PRIMICIA,POINT (-43.96385493291372 -19.96265654985739),Não
30628,RESTAURANTES E SIMILARES,27-07-2023,SIM,JOSE CARCHENO,279,ANEXO: REFEITORIO,JAQUELINE,RESTAURANTE PRIMICIA LTDA,RESTAURANTE PRIMICIA LINHA VERDE,POINT (-43.948325581773815 -19.803259651965416),Não
30629,RESTAURANTES E SIMILARES,10-11-2023,SIM,HERACLITO MOURAO DE MIRANDA,91,,SERRANO,RESTAURANTE PRIMICIA LTDA,RESTAURANTE PRIMICIA SERRANO,POINT (-44.00865657404206 -19.89321437942624),Não
31584,RESTAURANTES E SIMILARES,15-04-2009,SIM,LIEGE,13,LOJA,JARDIM DOS COMERCIARIOS,COMERCIO DE RESTAURANTE E SERVICO DE TRANSPORTE LTDA.,AGUINALDO BAR E RESTAURANTE,POINT (-43.97233015994496 -19.80315501296052),Não
31590,RESTAURANTES E SIMILARES,16-04-2009,SIM,ALABASTRO,49,,HORTO,PRIMELI MOLHOS E RESTAURANTE LTDA,PRIMELI BISTRO,POINT (-43.921078113064674 -19.91209253984608),Não
30032,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",05-11-2008,SIM,ITATIAIUCU,71,,SANTA TEREZINHA,ALMIR DE MELO MAROTTI,,POINT (-44.00485276861577 -19.867089849872375),Não
30043,RESTAURANTES E SIMILARES,05-11-2008,SIM,SATURNINO DE BRITO,17,"LOJA: A-04 ,",CENTRO,ALMEIDA COSTA REFEICOES LTDA,RESTAURANTE TREM BAO,POINT (-43.94082993178042 -19.91419277226611),Não
30362,RESTAURANTES E SIMILARES,03-12-2008,NÃO,SALOMAO CAMARGOS,40,,JARDINOPOLIS,RESTAURANTE EBENEZER LTDA,,POINT (-44.00482417363741 -19.943181204306978),Não
29393,RESTAURANTES E SIMILARES,04-06-2008,SIM,PADRE PEDRO PINTO,1203,,VENDA NOVA,LANCHES HANKE LTDA,LANCHES HANKE,POINT (-43.960917074001394 -19.814160480602006),Não
29720,RESTAURANTES E SIMILARES,09-10-2008,NÃO,PRESIDENTE ANTONIO CARLOS,6627,"EDIF: ESCOLA DE ENGENHARIA, BLOCO: III, : CAMPUS U",CAMPUS UFMG,CASA DA LUA LANCHES LTDA,,POINT (-43.957198900009956 -19.866002047756183),Não
30443,RESTAURANTES E SIMILARES,12-12-2008,NÃO,BR TREZENTOS E CINQUENTA E SEIS,3049,"LOJA: LUC NL 45-46,",BELVEDERE,MINASBEE'S COMERCIO DE ALIMENTOS LTDA,APPLEBEES,POINT (-43.946199330005754 -19.974552965498773),Não
29461,RESTAURANTES E SIMILARES,21-05-2008,SIM,ALABASTRO,59,,HORTO,BECO D'ITALIA COMERCIO DE MASSAS LTDA,,POINT (-43.92106728019723 -19.912013593872196),Não
30141,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",16-06-2008,SIM,PIRANGUINHO,146,"LOJA: 3 E 4,",SAO GERALDO,ADILSON ROCHA DE SOUSA,BAR DO ADILSON,POINT (-43.89168076329215 -19.900863098532035),Não
30148,RESTAURANTES E SIMILARES,19-02-2020,NÃO,OLEGARIO MACIEL,1600,LOJA LUCBG41A,SANTO AGOSTINHO,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.94682423266703 -19.928218807396163),Não
30149,RESTAURANTES E SIMILARES,27-02-2020,NÃO,DOS ANDRADAS,3000,LOJA 3020 PISO 3,SANTA EFIGENIA,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.92065696616303 -19.920123929530604),Não
30150,RESTAURANTES E SIMILARES,10-06-2020,SIM,RIO DE JANEIRO,910,LOJA T18T19,CENTRO,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.9395850066529 -19.92223596016697),Não
30151,RESTAURANTES E SIMILARES,16-08-2021,SIM,PRESIDENTE CARLOS LUZ,3001,"LOJA:LUC SDR0PA09,",CAICARAS,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.96683805889173 -19.890514064182696),Não
30152,RESTAURANTES E SIMILARES,30-08-2021,SIM,SILVA LOBO,760,"LOJA: 13 B BLOCO A,",NOVA SUISSA,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.972067804378554 -19.929753482077064),Não
30153,RESTAURANTES E SIMILARES,30-08-2021,SIM,PROFESSOR MARIO WERNECK,3210,LOJA 07 DO 2 PAVIMENTO,BURITIS,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.9750170036081 -19.976361874349696),Não
30154,RESTAURANTES E SIMILARES,21-09-2021,SIM,PORTUGAL,2074,"LOJA:01 E 02,",JARDIM ATLANTICO,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.978069984827684 -19.846002131099727),Não
30155,RESTAURANTES E SIMILARES,22-09-2021,SIM,AFONSO VAZ DE MELO,640,LOJA LUCS 314-319,BARREIRO,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-44.02085761700648 -19.97430445853891),Não
29492,RESTAURANTES E SIMILARES,05-09-2008,NÃO,MAJOR DELFINO DE PAULA,2642,,SAO FRANCISCO,ENCONTROS BAR E RESTAURANTE LTDA,ENCONTROS BAR,POINT (-43.95988037439413 -19.88136118114618),Não
30156,RESTAURANTES E SIMILARES,04-07-2022,SIM,BR TREZENTOS E CINQUENTA E SEIS,3049,"LOJA:2 OP 56 e OP 57,",BELVEDERE,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-43.946199330005754 -19.974552965498773),Não
30157,RESTAURANTES E SIMILARES,09-08-2024,SIM,AFONSO VAZ DE MELO,640,"PAVMTO: PISO 3ÃÂº ,LOJA: 308",BARREIRO,PIMENTA VERDE ALIMENTOS LTDA.,,POINT (-44.02085761700648 -19.97430445853891),Não
30165,RESTAURANTES E SIMILARES,14-11-2008,SIM,PARACATU,1091,LOJA 1087 E 1111,SANTO AGOSTINHO,RESTAURANTE E LANCHONETE SANTO AGOSTINHO LTDA,RESTAURANTE SANTO AGOSTINHO,POINT (-43.953248449374286 -19.927539785138357),Não
30169,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",17-11-2008,NÃO,LUIZ CARLOS MELAO,42,,CARDOSO,RAIMUNDO EUSTAQUIO DE SOUZA,CASTANHEIRA BAR,POINT (-44.00793611725293 -20.00062202141112),Não
30187,RESTAURANTES E SIMILARES,18-11-2008,NÃO,OTACILIO NEGRAO DE LIMA,7380,,BANDEIRANTES,CAFE PADDOCK LTDA,CAFE PADDOCK LTDA,POINT (-44.00073740898364 -19.852204879794087),Não
30193,RESTAURANTES E SIMILARES,19-11-2008,SIM,OLEGARIO MACIEL,1600,"LOJA: OM-29,",SANTO AGOSTINHO,B.R.C. HAMBURGUERS LTDA,EDDIE FINE BURGUERS,POINT (-43.94682423266703 -19.928218807396163),Não
30465,RESTAURANTES E SIMILARES,02-12-2004,SIM,GENERAL ARANHA,180,,AEROPORTO,SONIA HELENA RAMALHO DE OLIVEIRA,PIZZARIA JARAGUA,POINT (-43.95577942677169 -19.85416595495427),Não
30525,RESTAURANTES E SIMILARES,23-12-2008,NÃO,ALCINDO GONCALVES COTTA,410,,ADEMAR MALDONADO,RESTAURANTE AMARANTINA LTDA,ASSADOS GOURMET,POINT (-44.02841431954006 -19.983976807071713),Não
29873,RESTAURANTES E SIMILARES,22-10-2008,NÃO,PORTUGAL,1638,,JARDIM ATLANTICO,PIZZA D'TERRA LTDA,,POINT (-43.98183731130619 -19.848035305159566),Não
30578,RESTAURANTES E SIMILARES,07-01-2009,NÃO,PROFESSOR MARIO WERNECK,1491,,BURITIS,TERCIA DE LIBERO ALENCAR,ALLEGRO TAVOLA RESTAURANTE,POINT (-43.9645496790008 -19.969229654791047),Não
29566,RESTAURANTES E SIMILARES,14-04-2008,SIM,BOLIVAR MINEIRO,38,LOJA 2,DONA CLARA,ENTREPOSTO REFEICOES LTDA,,POINT (-43.94297078751332 -19.857056603110642),Não
29569,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",01-07-2008,SIM,CASTELO DA BEIRA,262,"LOJA: 01,",CASTELO,BAR DO JUVENINHA LTDA,,POINT (-43.995049740339006 -19.877207902477377),Não
30245,RESTAURANTES E SIMILARES,24-11-2008,NÃO,BARAO HOMEM DE MELO,4311,"LOJA: 9,",ESTORIL,GUIMARAENS & SOBRAL RESTAURANTE LTDA,RESTAURANTE ARISTIDES,POINT (-43.95480385403898 -19.96615788629139),Não
29914,RESTAURANTES E SIMILARES,24-10-2008,NÃO,JACUI,1847,,CONCORDIA,SILVINA DE SOUZA VIEIRA,BAR E RESTAURANTE DA TIA SILVINA,POINT (-43.935074984952806 -19.896950868520204),Não
30270,RESTAURANTES E SIMILARES,26-11-2008,SIM,OLEGARIO MACIEL,1600,LOJA OM 29 A,SANTO AGOSTINHO,I.B.V. CAFETERIA LTDA,,POINT (-43.94682423266703 -19.928218807396163),Não
29602,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",19-09-2008,NÃO,JOSE DOS SANTOS LAGE,540,"LETRA: A,",DIAMANTE,DANIEL REGES LOBO,DANIEL BAR,POINT (-44.01784519097453 -19.990779821832497),Não
30305,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",27-11-2008,NÃO,SATURNINO DE BRITO,17,"QUIOSQ: 4,",CENTRO,ALESSANDRO BORTOLAZO NEVES,QUIOSQUE BACKER,POINT (-43.94082993178042 -19.91419277226611),Não
29317,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",05-09-2008,SIM,LINDOLFO DEODORO,135,LETRA A,SALGADO FILHO,ORGANIZACOES COSTA & SILVA LTDA,BAR DO BILL,POINT (-43.979097136106475 -19.939715502300018),Não
29981,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",30-10-2008,NÃO,SAO LAZARO,799,,SAGRADA FAMILIA,ANTONIO FERNANDES OLIVEIRA,,POINT (-43.92593092002929 -19.899183810033836),Não
29677,RESTAURANTES E SIMILARES,15-10-2007,NÃO,PROFESSOR MARIO WERNECK,2799,": 2801,",BURITIS,PAULINO'S BAR E RESTAURANTE LTDA,ALOHA BEER BAR E RESTAURANTE,POINT (-43.97232580253126 -19.976480661569617),Não
29694,RESTAURANTES E SIMILARES,12-05-2005,SIM,EDGAR DA MATA MACHADO,1060,"LOJA: 01 E 02,",DOM CABRAL,LISANDRO ANTONIO MARTINS DE SOUZA,BANDECO,POINT (-43.99360970619483 -19.926270363767685),Não
159585,RESTAURANTES E SIMILARES,12-05-2017,NÃO,AMAZONAS,610,LOTE 08,CENTRO,MARIA EUGENIA QUINAUD 31892558653,SABOR CASEIRO,POINT (-43.94099854294496 -19.920248608443917),Não
159939,RESTAURANTES E SIMILARES,17-05-2017,NÃO,AZIZ ABDI,99,,PAQUETA,27.757.725 WIRLEY DE SOUZA SOARES,RESTAURANTE DA CIDA,POINT (-43.99062002380263 -19.877276102242558),Não
159631,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",12-05-2017,SIM,ITAITE,653,LOJA,SAO GERALDO,VILMAR ALVES JARDIM 10751393681,,POINT (-43.89806373429718 -19.897709146717318),Não
160771,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",30-05-2017,NÃO,CORONEL JOSE DIAS BICALHO,238,,SAO LUIZ,DINORA MARQUES DE SOUZA 03456432674,BAR E LANCHONETE DA DINORA,POINT (-43.96160898967568 -19.857629047086824),Não
159988,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",18-05-2017,SIM,MOGI,291,,RENASCENCA,DINAMOS BAR LTDA,,POINT (-43.9390819350096 -19.891465165001904),Não
